trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1486,False,"{'a': 0.99, 'e': 0.2262759515492217}",20,13,12.69316818572482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.99, 'e': 0.22604978869794498}",25,11,21.514359686734913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.99, 'e': 0.22582385189647586}",20,12,18.306475759823734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.99, 'e': 0.22559814091887742}",30,15,28.498631966702007,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.99, 'e': 0.22537265553943872}",25,14,21.19084263755323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.99, 'e': 0.22514739553267432}",20,9,16.784199424603976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.99, 'e': 0.22492236067332425}",20,7,27.749037705140623,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.99, 'e': 0.22469755073635353}",20,12,15.798097585003028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.99, 'e': 0.22447296549695234}",20,10,23.254268225533615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.99, 'e': 0.22424860473053532}",20,10,15.96860007706159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.99, 'e': 0.22402446821274175}",25,17,18.50078205120243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.99, 'e': 0.223800555719435}",20,16,10.00057338949001,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.99, 'e': 0.22357686702670268}",25,18,15.15726650514357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.99, 'e': 0.22335340191085598}",25,7,28.053396242815097,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.99, 'e': 0.22313016014842982}",25,8,32.70494781358383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.99, 'e': 0.22290714151618238}",20,8,22.974899936697696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.99, 'e': 0.22268434579109508}",30,10,34.921317572452644,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.99, 'e': 0.22246177275037207}",20,5,23.679610628791817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.99, 'e': 0.2222394221714404}",25,15,19.568371149175597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.99, 'e': 0.22201729383194937}",30,12,35.0169798707076,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.99, 'e': 0.22179538750977074}",20,13,13.114566265016594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.99, 'e': 0.22157370298299803}",20,4,31.520839449297128,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.99, 'e': 0.22135224002994683}",35,17,31.474127985953565,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.99, 'e': 0.22113099842915407}",20,12,14.076709552750764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.99, 'e': 0.2209099779593782}",20,12,16.51524226972301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1511,False,"{'a': 0.99, 'e': 0.22068917839959865}",25,3,35.846833168342265,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.99, 'e': 0.22046859952901593}",20,0,30.344033005932545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1513,False,"{'a': 0.99, 'e': 0.22024824112705108}",20,6,24.405670630834045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.99, 'e': 0.22002810297334574}",25,16,16.34753190925448,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.99, 'e': 0.21980818484776168}",20,13,15.831195891581537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.99, 'e': 0.21958848653038082}",20,14,12.46931572537736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.99, 'e': 0.21936900780150476}",25,18,15.210010255739093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.99, 'e': 0.2191497484416548}",25,11,23.211630113285654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.99, 'e': 0.2189307082315715}",20,14,12.211262224513051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.99, 'e': 0.21871188695221475}",20,9,22.926400516993386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.99, 'e': 0.21849328438476312}",20,3,28.21475393345032,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.99, 'e': 0.21827490031061414}",20,10,20.52802417098704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.99, 'e': 0.2180567345113836}",20,16,7.787114016921884,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.99, 'e': 0.21783878676890578}",25,19,11.47136202312278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.99, 'e': 0.21762105686523284}",25,15,17.993171274668455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.99, 'e': 0.21740354458263497}",20,6,26.30571713507658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1527,False,"{'a': 0.99, 'e': 0.21718624970359973}",20,5,29.776618347084366,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1528,False,"{'a': 0.99, 'e': 0.21696917201083235}",20,14,12.01373140270536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.99, 'e': 0.216752311287255}",25,19,11.428360983411496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1530,False,"{'a': 0.99, 'e': 0.21653566731600707}",25,13,21.455674000993763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1531,False,"{'a': 0.99, 'e': 0.21631923988044444}",20,7,21.896598241632304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1532,False,"{'a': 0.99, 'e': 0.21610302876413975}",25,13,18.97008102203203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.99, 'e': 0.2158870337508818}",25,14,21.797016625139413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.99, 'e': 0.21567125462467565}",20,4,25.537218811960095,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.99, 'e': 0.21545569116974203}",25,7,32.07517887750893,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.99, 'e': 0.21524034317051757}",20,11,15.790916184783239,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.99, 'e': 0.21502521041165426}",25,10,27.833480877062005,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.99, 'e': 0.2148102926780192}",20,12,15.5049559313305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.99, 'e': 0.21459558975469478}",30,11,31.583935780822607,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.99, 'e': 0.21438110142697794}",20,8,19.949320241926355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.99, 'e': 0.21416682748038046}",20,12,16.237203703030367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.99, 'e': 0.21395276770062824}",20,9,21.24209980605089,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.99, 'e': 0.2137389218736616}",20,9,20.343035759193786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.99, 'e': 0.2135252897856346}",25,11,25.663443428970705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.99, 'e': 0.21331187122291523}",25,17,12.587511128798262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.99, 'e': 0.21309866597208482}",25,13,19.10434643316428,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.99, 'e': 0.21288567381993817}",20,16,6.864759642685496,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.99, 'e': 0.21267289455348304}",20,16,6.034533197598208,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.99, 'e': 0.21246032795994024}",25,16,18.49814210677171,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.99, 'e': 0.21224797382674304}",25,16,17.701272627664522,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.99, 'e': 0.2120358319415374}",20,10,16.860348716297526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.99, 'e': 0.21182390209218135}",25,7,23.95022787851535,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.99, 'e': 0.2116121840667451}",20,8,22.839788011217244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.99, 'e': 0.21140067765351048}",30,12,38.06770957159226,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.99, 'e': 0.21118938264097117}",20,6,26.610295447572515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.99, 'e': 0.21097829881783206}",20,10,17.552576371318583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.99, 'e': 0.2107674259730094}",25,8,33.224506922572616,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.99, 'e': 0.21055676389563024}",20,8,23.683576523944964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.99, 'e': 0.21034631237503254}",25,12,20.539965871661604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.99, 'e': 0.21013607120076472}",20,13,16.77782242514709,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.99, 'e': 0.20992604016258565}",35,22,24.40954462732814,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.99, 'e': 0.2097162190504642}",30,18,20.775441866108157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.99, 'e': 0.20950660765457932}",25,14,16.598553290509013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.99, 'e': 0.20929720576531952}",25,14,23.79193807151376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.99, 'e': 0.20908801317328293}",25,14,18.458392140873446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.99, 'e': 0.20887902966927693}",20,14,11.119611653215218,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.99, 'e': 0.20867025504431805}",25,19,11.701529848350315,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.99, 'e': 0.20846168908963153}",25,19,11.088397066960479,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.99, 'e': 0.20825333159665155}",20,11,17.793318085625113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.99, 'e': 0.20804518235702046}",25,16,18.647406505527314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.99, 'e': 0.20783724116258911}",20,13,10.547762883763347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.99, 'e': 0.2076295078054162}",20,15,11.543164398041506,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.99, 'e': 0.20742198207776844}",25,17,13.556506247167494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.99, 'e': 0.20721466377212}",25,19,14.899388829281241,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.99, 'e': 0.20700755268115265}",20,10,16.844184122743627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.99, 'e': 0.20680064859775515}",20,15,10.702180529927912,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.99, 'e': 0.20659395131502356}",25,17,15.02700918545806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.99, 'e': 0.20638746062626045}",20,5,26.223963829779073,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.99, 'e': 0.20618117632497523}",20,12,13.145266817714962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.99, 'e': 0.20597509820488344}",30,16,24.407944695942753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.99, 'e': 0.20576922605990708}",20,3,32.14188600325673,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.99, 'e': 0.2055635596841739}",30,18,21.722381689141315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.99, 'e': 0.20535809887201756}",20,5,26.454817467644723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.99, 'e': 0.20515284341797715}",20,10,19.09865517341018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.99, 'e': 0.2049477931167973}",30,24,9.43371697069043,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.99, 'e': 0.20474294776342764}",20,8,23.750156643103132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.99, 'e': 0.2045383071530228}",30,16,24.05333754095949,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.99, 'e': 0.20433387108094214}",25,18,12.91203069864791,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.99, 'e': 0.20412963934274964}",30,12,31.092217126145286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.99, 'e': 0.20392561173421342}",20,11,15.805072064240962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1591,False,"{'a': 0.99, 'e': 0.203721788051306}",30,17,25.979411960407546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.99, 'e': 0.20351816809020354}",25,19,11.517478153754812,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1593,False,"{'a': 0.99, 'e': 0.20331475164728618}",20,9,20.587949651124593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.99, 'e': 0.20311153851913738}",25,13,21.912631201239446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.99, 'e': 0.20290852850254407}",20,10,20.76310656567223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.99, 'e': 0.2027057213944961}",20,3,27.506950400833325,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.99, 'e': 0.20250311699218648}",20,12,15.609885230001549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.99, 'e': 0.2023007150930107}",25,14,19.62422284000031,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.99, 'e': 0.2020985154945669}",35,26,20.776790214832296,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.99, 'e': 0.20189651799465538}",30,13,30.732842499987072,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.99, 'e': 0.20169472239127875}",20,11,15.005588704053913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1602,False,"{'a': 0.99, 'e': 0.20149312848264125}",25,17,13.38789118929395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.99, 'e': 0.2012917360671491}",25,14,21.66527376769924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.99, 'e': 0.20109054494340972}",25,18,12.129843853968254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.99, 'e': 0.20088955491023208}",25,16,19.672414623636307,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.99, 'e': 0.20068876576662606}",35,17,35.035047907880276,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.99, 'e': 0.20048817731180257}",35,14,38.1110692150122,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1608,False,"{'a': 0.99, 'e': 0.20028778934517305}",20,6,26.71549902319575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.99, 'e': 0.20008760166634962}",30,19,22.64831370620456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.99, 'e': 0.1998876140751445}",25,3,39.68028584087385,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.99, 'e': 0.19968782637157012}",30,13,29.236816099326646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1612,False,"{'a': 0.99, 'e': 0.19948823835583873}",30,8,42.13190363129219,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.99, 'e': 0.19928884982836237}",35,28,11.645085039187496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.99, 'e': 0.1990896605897524}",30,16,25.362474528152454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.99, 'e': 0.19889067044081962}",30,19,21.97132714780843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.99, 'e': 0.19869187918257386}",20,14,12.114633147422664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.99, 'e': 0.19849328661622387}",25,15,21.6424716360012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.99, 'e': 0.19829489254317698}",25,5,34.3924422629238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.99, 'e': 0.19809669676503922}",20,14,10.03345983631355,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.99, 'e': 0.19789869908361465}",20,12,-26.320383945586013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1621,False,"{'a': 0.99, 'e': 0.19770089930090573}",20,0,35.666961194604156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1622,False,"{'a': 0.99, 'e': 0.19750329721911256}",25,14,22.467433604740396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.99, 'e': 0.19730589264063308}",25,16,17.263335314068033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.99, 'e': 0.19710868536806264}",25,20,9.712593438061951,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.99, 'e': 0.19691167520419406}",25,14,25.05640996222697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.99, 'e': 0.19671486195201704}",25,13,21.392763929876825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.99, 'e': 0.19651824541471838}",20,9,20.005418759122552,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.99, 'e': 0.1963218253956815}",35,25,12.47910076970115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.99, 'e': 0.19612560169848642}",30,15,29.565617453369793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.99, 'e': 0.19592957412690934}",20,12,12.518633746168703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.99, 'e': 0.19573374248492273}",30,18,24.20412796485443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.99, 'e': 0.1955381065766949}",20,13,13.237680435573589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.99, 'e': 0.19534266620658997}",25,14,23.188100121995088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 0.99, 'e': 0.1951474211791675}",30,19,21.091523572273182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.99, 'e': 0.1949523712991825}",20,9,21.930966565212973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.99, 'e': 0.194757516371585}",20,14,11.12223589446744,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.99, 'e': 0.19456285620152014}",30,24,9.79080486863029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.99, 'e': 0.19436839059432767}",25,13,21.14789159442686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.99, 'e': 0.19417411935554202}",25,10,25.136953061169592,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.99, 'e': 0.19398004229089189}",20,10,19.192012909767524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.99, 'e': 0.1937861592063002}",20,6,28.855134229258017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.99, 'e': 0.1935924699078839}",25,16,18.326360639528737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.99, 'e': 0.19339897420195362}",25,14,21.966474348973346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.99, 'e': 0.19320567189501364}",20,5,30.131036491685,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.99, 'e': 0.19301256279376172}",25,13,24.815804940584783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.99, 'e': 0.1928196467050886}",20,13,16.10952467019791,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.99, 'e': 0.19262692343607832}",30,21,17.67669032754234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.99, 'e': 0.19243439279400748}",20,13,12.881456728101451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.99, 'e': 0.1922420545863455}",30,14,30.230652179338804,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.99, 'e': 0.19204990862075408}",25,18,12.797497194791532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.99, 'e': 0.19185795470508735}",20,10,19.35233549909457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.99, 'e': 0.19166619264739126}",20,1,34.01507270699402,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.99, 'e': 0.19147462225590384}",25,8,29.85055081686636,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.99, 'e': 0.19128324333905458}",25,11,23.20488822839993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.99, 'e': 0.19109205570546464}",30,23,10.735187862521524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.99, 'e': 0.19090105916394629}",20,13,13.3972719084219,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.99, 'e': 0.19071025352350304}",20,12,15.126148132437379,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.99, 'e': 0.19051963859332918}",20,6,29.076492945121124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.99, 'e': 0.19032921418280985}",20,12,14.84424394989631,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.99, 'e': 0.1901389801015205}",25,13,22.499946492034383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.99, 'e': 0.18994893615922714}",30,19,22.503953458778707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.99, 'e': 0.18975908216588572}",30,17,22.022076052581657,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1663,False,"{'a': 0.99, 'e': 0.18956941793164234}",20,13,14.18240219528702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.99, 'e': 0.18937994326683263}",20,10,19.676315519028126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.99, 'e': 0.18919065798198204}",30,8,38.66799871488861,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.99, 'e': 0.18900156188780515}",25,13,22.558057088435156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.99, 'e': 0.1888126547952059}",30,11,29.59250693438712,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.99, 'e': 0.1886239365152772}",20,11,17.603623056595058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
