trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
431,False,"{'a': 0.99, 'e': 0.6498589107747496}",20,16,9.100963147471278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.99, 'e': 0.6492093766851474}",20,9,13.137459512188828,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.99, 'e': 0.6485604918049761}",20,0,31.69147345156925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.99, 'e': 0.6479122554853506}",30,23,11.08985174441902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.99, 'e': 0.6472646670780347}",25,8,28.151947759210394,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.99, 'e': 0.6466177259354396}",20,9,20.591224190674374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.99, 'e': 0.6459714314106245}",35,22,22.673913858804443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.99, 'e': 0.6453257828572946}",20,14,12.797746498622937,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.99, 'e': 0.6446807796298013}",25,20,6.770603644435226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.99, 'e': 0.6440364210831414}",25,15,17.815644825943068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.99, 'e': 0.6433927065729562}",25,13,20.037623176656815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.99, 'e': 0.6427496354555312}",20,10,18.733434835076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.99, 'e': 0.6421072070877952}",30,23,10.783184655671425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.99, 'e': 0.6414654208273198}",20,6,22.26185794736027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.99, 'e': 0.6408242760323187}",30,14,27.434769158867056,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.99, 'e': 0.6401837720616471}",25,14,18.14685746167858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.99, 'e': 0.6395439082748009}",25,8,28.71665655663225,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.99, 'e': 0.6389046840319162}",20,8,-18.25328598202529,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.99, 'e': 0.6382660986937688}",20,8,25.383744860141068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.99, 'e': 0.6376281516217733}",20,13,14.238432930071934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.99, 'e': 0.6369908421779825}",20,10,19.418388259921585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.99, 'e': 0.6363541697250871}",20,10,18.165363285896106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.99, 'e': 0.6357181336264143}",20,8,23.12136600262771,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.99, 'e': 0.6350827332459281}",20,16,9.123019614393685,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.99, 'e': 0.6344479679482282}",25,18,14.910345739411202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.99, 'e': 0.633813837098549}",30,17,21.52014421508836,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.99, 'e': 0.6331803400627598}",30,8,37.16903126215422,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.99, 'e': 0.6325474762073634}",20,2,31.01812947832627,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.99, 'e': 0.6319152448994959}",25,10,27.001887006664763,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.99, 'e': 0.631283645506926}",25,19,10.612739230963978,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.99, 'e': 0.6306526773980542}",20,11,14.803478394202799,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.99, 'e': 0.6300223399419123}",20,6,22.724701276099804,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.99, 'e': 0.6293926325081629}",20,0,31.568564047957544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
464,False,"{'a': 0.99, 'e': 0.6287635544670984}",35,21,17.190195629343307,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.99, 'e': 0.6281351051896408}",30,18,25.56837620995348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.99, 'e': 0.6275072840473407}",30,16,24.933477249005186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.99, 'e': 0.626880090412377}",25,13,21.59242177261448,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.99, 'e': 0.6262535236575559}",30,19,19.240545166195048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.99, 'e': 0.6256275831563107}",20,16,9.468742672145005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.99, 'e': 0.6250022682827008}",20,12,17.94164857544611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.99, 'e': 0.6243775784114112}",20,11,13.964573476688582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.99, 'e': 0.623753512917752}",30,16,26.108420147565596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.99, 'e': 0.6231300711776578}",25,11,26.46562749299908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.99, 'e': 0.6225072525676867}",20,9,18.471343092541183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.99, 'e': 0.62188505646502}",20,12,14.675775694308435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.99, 'e': 0.6212634822474616}",25,5,32.262131822843884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.99, 'e': 0.6206425292934373}",25,14,22.941095060722354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.99, 'e': 0.6200221969819939}",20,16,7.817083405830291,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.99, 'e': 0.6194024846927992}",20,11,16.587259960466326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.99, 'e': 0.6187833918061408}",20,15,9.090968162734013,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.99, 'e': 0.6181649177029258}",20,9,18.151480757466256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.99, 'e': 0.61754706176468}",30,9,36.53921215308644,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.99, 'e': 0.6169298233735474}",20,15,-33.2512525278157,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
484,False,"{'a': 0.99, 'e': 0.6163132019122897}",30,20,20.845454024394456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.99, 'e': 0.6156971967642851}",25,3,39.20133092080208,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.99, 'e': 0.6150818073135287}",30,18,23.07283050784703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.99, 'e': 0.6144670329446308}",25,15,22.21389958406464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.99, 'e': 0.6138528730428171}",30,21,16.80882412852547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.99, 'e': 0.6132393269939275}",35,17,37.34893369812281,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.99, 'e': 0.6126263941844161}",30,8,36.039444705305804,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.99, 'e': 0.6120140740013499}",20,10,16.54212217087052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.99, 'e': 0.6114023658324087}",30,21,16.87591829098338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.99, 'e': 0.6107912690658842}",30,16,23.386350675909757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.99, 'e': 0.6101807830906798}",20,11,17.023136878989394,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.99, 'e': 0.6095709072963093}",20,6,27.03055112040618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.99, 'e': 0.6089616410728969}",35,25,20.06348229824114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.99, 'e': 0.6083529838111763}",20,10,16.738220889901427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.99, 'e': 0.6077449349024902}",30,15,24.974958472957248,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.99, 'e': 0.6071374937387897}",20,12,14.533121932226024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.99, 'e': 0.6065306597126334}",25,16,-9.79561277986454,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
501,False,"{'a': 0.99, 'e': 0.6059244322171875}",20,14,13.540817619364521,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.99, 'e': 0.6053188106462243}",20,6,21.956064431793813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.99, 'e': 0.6047137943941221}",20,13,-11.358816102212504,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
504,False,"{'a': 0.99, 'e': 0.6041093828558647}",25,16,17.14095047667697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.99, 'e': 0.6035055754270405}",25,7,25.62093608573882,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.99, 'e': 0.6029023715038421}",20,12,16.504563172727753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.99, 'e': 0.6022997704830654}",20,13,14.192918498250377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.99, 'e': 0.6016977717621094}",20,8,18.61037991590376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.99, 'e': 0.6010963747389753}",20,8,23.595563196295554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.99, 'e': 0.6004955788122659}",20,12,16.964918238282454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.99, 'e': 0.5998953833811855}",30,9,0.6053310875925382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
512,False,"{'a': 0.99, 'e': 0.5992957878455384}",20,6,25.366101593278938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.99, 'e': 0.5986967916057292}",25,8,32.30582380844376,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.99, 'e': 0.5980983940627613}",20,14,13.294124900132386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.99, 'e': 0.5975005946182375}",20,12,11.588818647062213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.99, 'e': 0.596903392674358}",20,3,28.437583859664244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.99, 'e': 0.596306787633921}",30,18,21.67446480091226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.99, 'e': 0.5957107789003212}",25,15,14.626641519521986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.99, 'e': 0.5951153658775501}",20,15,9.62197357182523,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.99, 'e': 0.5945205479701944}",35,23,22.5698078179328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.99, 'e': 0.5939263245834361}",20,12,16.6289164745355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.99, 'e': 0.593332695123052}",25,19,10.45846181845863,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.99, 'e': 0.5927396589954125}",25,15,18.9407436616273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.99, 'e': 0.5921472156074813}",20,13,13.048198129687384,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.99, 'e': 0.5915553643668151}",25,11,26.774643656977645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.99, 'e': 0.5909641046815626}",30,19,19.403460789612488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.99, 'e': 0.5903734359604639}",30,24,11.217785144296315,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.99, 'e': 0.5897833576128504}",20,16,7.9537466084739865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.99, 'e': 0.5891938690486437}",30,17,27.57014371733667,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.99, 'e': 0.5886049696783552}",20,14,11.242917804489982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.99, 'e': 0.5880166589130854}",35,23,24.50175532734852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.99, 'e': 0.5874289361645234}",25,13,23.67512868755638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.99, 'e': 0.5868418008449466}",35,21,26.6190354599256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.99, 'e': 0.5862552523672196}",30,21,16.55448454766324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.99, 'e': 0.5856692901447937}",30,17,24.239800833463168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.99, 'e': 0.5850839135917069}",20,8,20.634414899962877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.99, 'e': 0.5844991221225824}",25,14,16.5383439003972,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.99, 'e': 0.5839149151526287}",25,14,16.45263765318339,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.99, 'e': 0.5833312920976388}",20,14,14.95403437276864,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.99, 'e': 0.5827482523739896}",20,8,23.146356923723147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.99, 'e': 0.5821657953986414}",30,17,21.75643246179595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.99, 'e': 0.5815839205891371}",20,9,8.851855462107551,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.99, 'e': 0.5810026273636019}",20,8,23.98257518894552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.99, 'e': 0.5804219151407424}",25,16,15.996440759150914,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.99, 'e': 0.5798417833398464}",25,10,30.343864070781272,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.99, 'e': 0.579262231380782}",30,19,19.840078255683807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.99, 'e': 0.5786832586839974}",25,12,24.07235838417016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.99, 'e': 0.5781048646705196}",20,12,16.012826744373903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.99, 'e': 0.5775270487619547}",30,15,27.489172274025652,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.99, 'e': 0.5769498103804866}",30,21,11.877081891143128,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.99, 'e': 0.5763731489488771}",20,10,19.082153502443376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.99, 'e': 0.5757970638904645}",30,19,20.15689716110795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.99, 'e': 0.5752215546291638}",30,22,17.539423702706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.99, 'e': 0.5746466205894657}",20,10,20.468029101963484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.99, 'e': 0.574072261196436}",30,22,15.477301040426928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.99, 'e': 0.5734984758757153}",30,20,19.873996192774378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.99, 'e': 0.5729252640535184}",25,17,14.737986374037039,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.99, 'e': 0.5723526251566332}",25,15,18.348780033342628,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.99, 'e': 0.5717805586124209}",20,0,32.432036831247956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
560,False,"{'a': 0.99, 'e': 0.5712090638488149}",20,6,24.157752449405404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.99, 'e': 0.5706381402943203}",25,17,16.589622376720552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.99, 'e': 0.5700677873780134}",25,17,14.981719170797843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.99, 'e': 0.5694980045295416}",20,7,16.437072612254685,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.99, 'e': 0.5689287911791218}",20,15,8.13903856893709,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.99, 'e': 0.5683601467575404}",30,15,29.409075805576144,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.99, 'e': 0.5677920706961532}",20,15,7.8294764743813445,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.99, 'e': 0.5672245624268841}",25,11,28.393509853437376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.99, 'e': 0.5666576213822246}",25,17,16.093648476452675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.99, 'e': 0.5660912469952337}",30,21,16.4158373406103,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.99, 'e': 0.5655254386995371}",25,12,23.021311919852163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.99, 'e': 0.5649601959293262}",30,16,24.91232656293021,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.99, 'e': 0.5643955181193583}",30,18,-22.678774536768156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
573,False,"{'a': 0.99, 'e': 0.5638314047049556}",25,17,16.35575715884535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.99, 'e': 0.5632678551220046}",25,5,28.64285037740315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.99, 'e': 0.5627048688069557}",25,3,29.520882771409475,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.99, 'e': 0.5621424451968224}",20,10,16.539664620530896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.99, 'e': 0.5615805837291813}",35,13,35.57466125290453,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.99, 'e': 0.5610192838421706}",20,12,13.337181188136043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.99, 'e': 0.5604585449744904}",30,19,23.37816223926262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.99, 'e': 0.559898366565402}",25,5,32.73082670724131,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.99, 'e': 0.5593387480547268}",20,11,15.91733210722468,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.99, 'e': 0.5587796888828463}",20,9,19.488666863682973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.99, 'e': 0.5582211884907012}",20,10,15.626834915188404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.99, 'e': 0.5576632463197913}",25,16,14.939972314365612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.99, 'e': 0.5571058618121739}",20,11,15.234330452397602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.99, 'e': 0.5565490344104649}",30,18,23.221018777859314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.99, 'e': 0.5559927635578367}",20,13,14.07172571800442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.99, 'e': 0.5554370486980182}",25,14,22.43493306746115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.99, 'e': 0.5548818892752949}",25,14,18.726324591054137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.99, 'e': 0.5543272847345071}",35,18,-7.913010623793255,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
591,False,"{'a': 0.99, 'e': 0.5537732345210501}",25,13,26.08077034633034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.99, 'e': 0.5532197380808739}",20,11,15.6996640204157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.99, 'e': 0.5526667948604818}",20,13,12.396051588331648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.99, 'e': 0.5521144043069306}",30,20,20.303843735845103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.99, 'e': 0.5515625658678298}",25,11,25.844919066133084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.99, 'e': 0.5510112789913407}",25,11,26.70995033191504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.99, 'e': 0.5504605431261766}",25,17,15.298759238501637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.99, 'e': 0.5499103577216016}",20,13,10.131620489092345,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.99, 'e': 0.54936072222743}",20,9,17.74079611740999,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.99, 'e': 0.5488116360940265}",20,15,10.704146835600094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.99, 'e': 0.5482630987723047}",20,0,31.280843383337615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.99, 'e': 0.5477151097137275}",25,15,20.08232285517462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.99, 'e': 0.5471676683703055}",20,12,15.398009028550478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.99, 'e': 0.5466207741945976}",25,17,15.007478425841295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.99, 'e': 0.5460744266397094}",25,13,19.21145053418721,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.99, 'e': 0.5455286251592933}",20,3,28.27678291712927,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.99, 'e': 0.544983369207548}",30,15,24.408249836561335,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.99, 'e': 0.5444386582392171}",25,13,15.664386276272719,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.99, 'e': 0.5438944917095899}",25,16,15.122446663885295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.99, 'e': 0.5433508690744998}",25,18,13.271534584185387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.99, 'e': 0.542807789790324}",25,12,21.171959614262704,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.99, 'e': 0.5422652533139832}",20,12,12.635310822014164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.99, 'e': 0.541723259102941}",20,6,22.70892359081993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.99, 'e': 0.5411818066152029}",20,0,30.684144673257936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.99, 'e': 0.5406408953093166}",25,10,27.34460915991973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.99, 'e': 0.5401005246443706}",25,12,21.305825806469652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
